matrix_size,obstacles,all_obstacle_coords,start_x,start_y,end_x,end_y
20,"[{'top_left': (11, 14), 'bottom_right': (14, 17)}, {'top_left': (9, 5), 'bottom_right': (12, 8)}, {'top_left': (11, 0), 'bottom_right': (14, 3)}]","[(11, 14), (11, 15), (11, 16), (11, 17), (12, 14), (12, 15), (12, 16), (12, 17), (13, 14), (13, 15), (13, 16), (13, 17), (14, 14), (14, 15), (14, 16), (14, 17), (9, 5), (9, 6), (9, 7), (9, 8), (10, 5), (10, 6), (10, 7), (10, 8), (11, 5), (11, 6), (11, 7), (11, 8), (12, 5), (12, 6), (12, 7), (12, 8), (11, 0), (11, 1), (11, 2), (11, 3), (12, 0), (12, 1), (12, 2), (12, 3), (13, 0), (13, 1), (13, 2), (13, 3), (14, 0), (14, 1), (14, 2), (14, 3)]",19,8,15,11
20,"[{'top_left': (11, 14), 'bottom_right': (14, 17)}, {'top_left': (9, 5), 'bottom_right': (12, 8)}, {'top_left': (11, 0), 'bottom_right': (14, 3)}]","[(11, 14), (11, 15), (11, 16), (11, 17), (12, 14), (12, 15), (12, 16), (12, 17), (13, 14), (13, 15), (13, 16), (13, 17), (14, 14), (14, 15), (14, 16), (14, 17), (9, 5), (9, 6), (9, 7), (9, 8), (10, 5), (10, 6), (10, 7), (10, 8), (11, 5), (11, 6), (11, 7), (11, 8), (12, 5), (12, 6), (12, 7), (12, 8), (11, 0), (11, 1), (11, 2), (11, 3), (12, 0), (12, 1), (12, 2), (12, 3), (13, 0), (13, 1), (13, 2), (13, 3), (14, 0), (14, 1), (14, 2), (14, 3)]",4,16,8,4
20,"[{'top_left': (11, 14), 'bottom_right': (14, 17)}, {'top_left': (9, 5), 'bottom_right': (12, 8)}, {'top_left': (11, 0), 'bottom_right': (14, 3)}]","[(11, 14), (11, 15), (11, 16), (11, 17), (12, 14), (12, 15), (12, 16), (12, 17), (13, 14), (13, 15), (13, 16), (13, 17), (14, 14), (14, 15), (14, 16), (14, 17), (9, 5), (9, 6), (9, 7), (9, 8), (10, 5), (10, 6), (10, 7), (10, 8), (11, 5), (11, 6), (11, 7), (11, 8), (12, 5), (12, 6), (12, 7), (12, 8), (11, 0), (11, 1), (11, 2), (11, 3), (12, 0), (12, 1), (12, 2), (12, 3), (13, 0), (13, 1), (13, 2), (13, 3), (14, 0), (14, 1), (14, 2), (14, 3)]",9,11,17,12
20,"[{'top_left': (11, 14), 'bottom_right': (14, 17)}, {'top_left': (9, 5), 'bottom_right': (12, 8)}, {'top_left': (11, 0), 'bottom_right': (14, 3)}]","[(11, 14), (11, 15), (11, 16), (11, 17), (12, 14), (12, 15), (12, 16), (12, 17), (13, 14), (13, 15), (13, 16), (13, 17), (14, 14), (14, 15), (14, 16), (14, 17), (9, 5), (9, 6), (9, 7), (9, 8), (10, 5), (10, 6), (10, 7), (10, 8), (11, 5), (11, 6), (11, 7), (11, 8), (12, 5), (12, 6), (12, 7), (12, 8), (11, 0), (11, 1), (11, 2), (11, 3), (12, 0), (12, 1), (12, 2), (12, 3), (13, 0), (13, 1), (13, 2), (13, 3), (14, 0), (14, 1), (14, 2), (14, 3)]",4,13,14,9
20,"[{'top_left': (11, 14), 'bottom_right': (14, 17)}, {'top_left': (9, 5), 'bottom_right': (12, 8)}, {'top_left': (11, 0), 'bottom_right': (14, 3)}]","[(11, 14), (11, 15), (11, 16), (11, 17), (12, 14), (12, 15), (12, 16), (12, 17), (13, 14), (13, 15), (13, 16), (13, 17), (14, 14), (14, 15), (14, 16), (14, 17), (9, 5), (9, 6), (9, 7), (9, 8), (10, 5), (10, 6), (10, 7), (10, 8), (11, 5), (11, 6), (11, 7), (11, 8), (12, 5), (12, 6), (12, 7), (12, 8), (11, 0), (11, 1), (11, 2), (11, 3), (12, 0), (12, 1), (12, 2), (12, 3), (13, 0), (13, 1), (13, 2), (13, 3), (14, 0), (14, 1), (14, 2), (14, 3)]",18,16,10,1
20,"[{'top_left': (1, 15), 'bottom_right': (4, 18)}, {'top_left': (1, 5), 'bottom_right': (4, 8)}, {'top_left': (14, 15), 'bottom_right': (17, 18)}]","[(1, 15), (1, 16), (1, 17), (1, 18), (2, 15), (2, 16), (2, 17), (2, 18), (3, 15), (3, 16), (3, 17), (3, 18), (4, 15), (4, 16), (4, 17), (4, 18), (1, 5), (1, 6), (1, 7), (1, 8), (2, 5), (2, 6), (2, 7), (2, 8), (3, 5), (3, 6), (3, 7), (3, 8), (4, 5), (4, 6), (4, 7), (4, 8), (14, 15), (14, 16), (14, 17), (14, 18), (15, 15), (15, 16), (15, 17), (15, 18), (16, 15), (16, 16), (16, 17), (16, 18), (17, 15), (17, 16), (17, 17), (17, 18)]",5,16,6,12
20,"[{'top_left': (1, 15), 'bottom_right': (4, 18)}, {'top_left': (1, 5), 'bottom_right': (4, 8)}, {'top_left': (14, 15), 'bottom_right': (17, 18)}]","[(1, 15), (1, 16), (1, 17), (1, 18), (2, 15), (2, 16), (2, 17), (2, 18), (3, 15), (3, 16), (3, 17), (3, 18), (4, 15), (4, 16), (4, 17), (4, 18), (1, 5), (1, 6), (1, 7), (1, 8), (2, 5), (2, 6), (2, 7), (2, 8), (3, 5), (3, 6), (3, 7), (3, 8), (4, 5), (4, 6), (4, 7), (4, 8), (14, 15), (14, 16), (14, 17), (14, 18), (15, 15), (15, 16), (15, 17), (15, 18), (16, 15), (16, 16), (16, 17), (16, 18), (17, 15), (17, 16), (17, 17), (17, 18)]",6,9,3,11
20,"[{'top_left': (1, 15), 'bottom_right': (4, 18)}, {'top_left': (1, 5), 'bottom_right': (4, 8)}, {'top_left': (14, 15), 'bottom_right': (17, 18)}]","[(1, 15), (1, 16), (1, 17), (1, 18), (2, 15), (2, 16), (2, 17), (2, 18), (3, 15), (3, 16), (3, 17), (3, 18), (4, 15), (4, 16), (4, 17), (4, 18), (1, 5), (1, 6), (1, 7), (1, 8), (2, 5), (2, 6), (2, 7), (2, 8), (3, 5), (3, 6), (3, 7), (3, 8), (4, 5), (4, 6), (4, 7), (4, 8), (14, 15), (14, 16), (14, 17), (14, 18), (15, 15), (15, 16), (15, 17), (15, 18), (16, 15), (16, 16), (16, 17), (16, 18), (17, 15), (17, 16), (17, 17), (17, 18)]",1,19,14,9
20,"[{'top_left': (1, 15), 'bottom_right': (4, 18)}, {'top_left': (1, 5), 'bottom_right': (4, 8)}, {'top_left': (14, 15), 'bottom_right': (17, 18)}]","[(1, 15), (1, 16), (1, 17), (1, 18), (2, 15), (2, 16), (2, 17), (2, 18), (3, 15), (3, 16), (3, 17), (3, 18), (4, 15), (4, 16), (4, 17), (4, 18), (1, 5), (1, 6), (1, 7), (1, 8), (2, 5), (2, 6), (2, 7), (2, 8), (3, 5), (3, 6), (3, 7), (3, 8), (4, 5), (4, 6), (4, 7), (4, 8), (14, 15), (14, 16), (14, 17), (14, 18), (15, 15), (15, 16), (15, 17), (15, 18), (16, 15), (16, 16), (16, 17), (16, 18), (17, 15), (17, 16), (17, 17), (17, 18)]",16,13,11,5
20,"[{'top_left': (1, 15), 'bottom_right': (4, 18)}, {'top_left': (1, 5), 'bottom_right': (4, 8)}, {'top_left': (14, 15), 'bottom_right': (17, 18)}]","[(1, 15), (1, 16), (1, 17), (1, 18), (2, 15), (2, 16), (2, 17), (2, 18), (3, 15), (3, 16), (3, 17), (3, 18), (4, 15), (4, 16), (4, 17), (4, 18), (1, 5), (1, 6), (1, 7), (1, 8), (2, 5), (2, 6), (2, 7), (2, 8), (3, 5), (3, 6), (3, 7), (3, 8), (4, 5), (4, 6), (4, 7), (4, 8), (14, 15), (14, 16), (14, 17), (14, 18), (15, 15), (15, 16), (15, 17), (15, 18), (16, 15), (16, 16), (16, 17), (16, 18), (17, 15), (17, 16), (17, 17), (17, 18)]",17,7,2,12
20,"[{'top_left': (6, 2), 'bottom_right': (9, 5)}, {'top_left': (10, 8), 'bottom_right': (13, 11)}, {'top_left': (4, 16), 'bottom_right': (7, 19)}]","[(6, 2), (6, 3), (6, 4), (6, 5), (7, 2), (7, 3), (7, 4), (7, 5), (8, 2), (8, 3), (8, 4), (8, 5), (9, 2), (9, 3), (9, 4), (9, 5), (10, 8), (10, 9), (10, 10), (10, 11), (11, 8), (11, 9), (11, 10), (11, 11), (12, 8), (12, 9), (12, 10), (12, 11), (13, 8), (13, 9), (13, 10), (13, 11), (4, 16), (4, 17), (4, 18), (4, 19), (5, 16), (5, 17), (5, 18), (5, 19), (6, 16), (6, 17), (6, 18), (6, 19), (7, 16), (7, 17), (7, 18), (7, 19)]",14,17,3,2
20,"[{'top_left': (6, 2), 'bottom_right': (9, 5)}, {'top_left': (10, 8), 'bottom_right': (13, 11)}, {'top_left': (4, 16), 'bottom_right': (7, 19)}]","[(6, 2), (6, 3), (6, 4), (6, 5), (7, 2), (7, 3), (7, 4), (7, 5), (8, 2), (8, 3), (8, 4), (8, 5), (9, 2), (9, 3), (9, 4), (9, 5), (10, 8), (10, 9), (10, 10), (10, 11), (11, 8), (11, 9), (11, 10), (11, 11), (12, 8), (12, 9), (12, 10), (12, 11), (13, 8), (13, 9), (13, 10), (13, 11), (4, 16), (4, 17), (4, 18), (4, 19), (5, 16), (5, 17), (5, 18), (5, 19), (6, 16), (6, 17), (6, 18), (6, 19), (7, 16), (7, 17), (7, 18), (7, 19)]",17,6,2,9
20,"[{'top_left': (6, 2), 'bottom_right': (9, 5)}, {'top_left': (10, 8), 'bottom_right': (13, 11)}, {'top_left': (4, 16), 'bottom_right': (7, 19)}]","[(6, 2), (6, 3), (6, 4), (6, 5), (7, 2), (7, 3), (7, 4), (7, 5), (8, 2), (8, 3), (8, 4), (8, 5), (9, 2), (9, 3), (9, 4), (9, 5), (10, 8), (10, 9), (10, 10), (10, 11), (11, 8), (11, 9), (11, 10), (11, 11), (12, 8), (12, 9), (12, 10), (12, 11), (13, 8), (13, 9), (13, 10), (13, 11), (4, 16), (4, 17), (4, 18), (4, 19), (5, 16), (5, 17), (5, 18), (5, 19), (6, 16), (6, 17), (6, 18), (6, 19), (7, 16), (7, 17), (7, 18), (7, 19)]",0,11,3,9
20,"[{'top_left': (6, 2), 'bottom_right': (9, 5)}, {'top_left': (10, 8), 'bottom_right': (13, 11)}, {'top_left': (4, 16), 'bottom_right': (7, 19)}]","[(6, 2), (6, 3), (6, 4), (6, 5), (7, 2), (7, 3), (7, 4), (7, 5), (8, 2), (8, 3), (8, 4), (8, 5), (9, 2), (9, 3), (9, 4), (9, 5), (10, 8), (10, 9), (10, 10), (10, 11), (11, 8), (11, 9), (11, 10), (11, 11), (12, 8), (12, 9), (12, 10), (12, 11), (13, 8), (13, 9), (13, 10), (13, 11), (4, 16), (4, 17), (4, 18), (4, 19), (5, 16), (5, 17), (5, 18), (5, 19), (6, 16), (6, 17), (6, 18), (6, 19), (7, 16), (7, 17), (7, 18), (7, 19)]",5,5,6,13
20,"[{'top_left': (6, 2), 'bottom_right': (9, 5)}, {'top_left': (10, 8), 'bottom_right': (13, 11)}, {'top_left': (4, 16), 'bottom_right': (7, 19)}]","[(6, 2), (6, 3), (6, 4), (6, 5), (7, 2), (7, 3), (7, 4), (7, 5), (8, 2), (8, 3), (8, 4), (8, 5), (9, 2), (9, 3), (9, 4), (9, 5), (10, 8), (10, 9), (10, 10), (10, 11), (11, 8), (11, 9), (11, 10), (11, 11), (12, 8), (12, 9), (12, 10), (12, 11), (13, 8), (13, 9), (13, 10), (13, 11), (4, 16), (4, 17), (4, 18), (4, 19), (5, 16), (5, 17), (5, 18), (5, 19), (6, 16), (6, 17), (6, 18), (6, 19), (7, 16), (7, 17), (7, 18), (7, 19)]",15,3,10,18
20,"[{'top_left': (15, 3), 'bottom_right': (18, 6)}, {'top_left': (1, 2), 'bottom_right': (4, 5)}, {'top_left': (7, 0), 'bottom_right': (10, 3)}]","[(15, 3), (15, 4), (15, 5), (15, 6), (16, 3), (16, 4), (16, 5), (16, 6), (17, 3), (17, 4), (17, 5), (17, 6), (18, 3), (18, 4), (18, 5), (18, 6), (1, 2), (1, 3), (1, 4), (1, 5), (2, 2), (2, 3), (2, 4), (2, 5), (3, 2), (3, 3), (3, 4), (3, 5), (4, 2), (4, 3), (4, 4), (4, 5), (7, 0), (7, 1), (7, 2), (7, 3), (8, 0), (8, 1), (8, 2), (8, 3), (9, 0), (9, 1), (9, 2), (9, 3), (10, 0), (10, 1), (10, 2), (10, 3)]",2,17,12,16
20,"[{'top_left': (15, 3), 'bottom_right': (18, 6)}, {'top_left': (1, 2), 'bottom_right': (4, 5)}, {'top_left': (7, 0), 'bottom_right': (10, 3)}]","[(15, 3), (15, 4), (15, 5), (15, 6), (16, 3), (16, 4), (16, 5), (16, 6), (17, 3), (17, 4), (17, 5), (17, 6), (18, 3), (18, 4), (18, 5), (18, 6), (1, 2), (1, 3), (1, 4), (1, 5), (2, 2), (2, 3), (2, 4), (2, 5), (3, 2), (3, 3), (3, 4), (3, 5), (4, 2), (4, 3), (4, 4), (4, 5), (7, 0), (7, 1), (7, 2), (7, 3), (8, 0), (8, 1), (8, 2), (8, 3), (9, 0), (9, 1), (9, 2), (9, 3), (10, 0), (10, 1), (10, 2), (10, 3)]",8,19,5,1
20,"[{'top_left': (15, 3), 'bottom_right': (18, 6)}, {'top_left': (1, 2), 'bottom_right': (4, 5)}, {'top_left': (7, 0), 'bottom_right': (10, 3)}]","[(15, 3), (15, 4), (15, 5), (15, 6), (16, 3), (16, 4), (16, 5), (16, 6), (17, 3), (17, 4), (17, 5), (17, 6), (18, 3), (18, 4), (18, 5), (18, 6), (1, 2), (1, 3), (1, 4), (1, 5), (2, 2), (2, 3), (2, 4), (2, 5), (3, 2), (3, 3), (3, 4), (3, 5), (4, 2), (4, 3), (4, 4), (4, 5), (7, 0), (7, 1), (7, 2), (7, 3), (8, 0), (8, 1), (8, 2), (8, 3), (9, 0), (9, 1), (9, 2), (9, 3), (10, 0), (10, 1), (10, 2), (10, 3)]",18,16,12,1
20,"[{'top_left': (15, 3), 'bottom_right': (18, 6)}, {'top_left': (1, 2), 'bottom_right': (4, 5)}, {'top_left': (7, 0), 'bottom_right': (10, 3)}]","[(15, 3), (15, 4), (15, 5), (15, 6), (16, 3), (16, 4), (16, 5), (16, 6), (17, 3), (17, 4), (17, 5), (17, 6), (18, 3), (18, 4), (18, 5), (18, 6), (1, 2), (1, 3), (1, 4), (1, 5), (2, 2), (2, 3), (2, 4), (2, 5), (3, 2), (3, 3), (3, 4), (3, 5), (4, 2), (4, 3), (4, 4), (4, 5), (7, 0), (7, 1), (7, 2), (7, 3), (8, 0), (8, 1), (8, 2), (8, 3), (9, 0), (9, 1), (9, 2), (9, 3), (10, 0), (10, 1), (10, 2), (10, 3)]",2,10,4,12
20,"[{'top_left': (15, 3), 'bottom_right': (18, 6)}, {'top_left': (1, 2), 'bottom_right': (4, 5)}, {'top_left': (7, 0), 'bottom_right': (10, 3)}]","[(15, 3), (15, 4), (15, 5), (15, 6), (16, 3), (16, 4), (16, 5), (16, 6), (17, 3), (17, 4), (17, 5), (17, 6), (18, 3), (18, 4), (18, 5), (18, 6), (1, 2), (1, 3), (1, 4), (1, 5), (2, 2), (2, 3), (2, 4), (2, 5), (3, 2), (3, 3), (3, 4), (3, 5), (4, 2), (4, 3), (4, 4), (4, 5), (7, 0), (7, 1), (7, 2), (7, 3), (8, 0), (8, 1), (8, 2), (8, 3), (9, 0), (9, 1), (9, 2), (9, 3), (10, 0), (10, 1), (10, 2), (10, 3)]",3,9,17,16
20,"[{'top_left': (13, 11), 'bottom_right': (16, 14)}, {'top_left': (3, 0), 'bottom_right': (6, 3)}, {'top_left': (2, 11), 'bottom_right': (5, 14)}]","[(13, 11), (13, 12), (13, 13), (13, 14), (14, 11), (14, 12), (14, 13), (14, 14), (15, 11), (15, 12), (15, 13), (15, 14), (16, 11), (16, 12), (16, 13), (16, 14), (3, 0), (3, 1), (3, 2), (3, 3), (4, 0), (4, 1), (4, 2), (4, 3), (5, 0), (5, 1), (5, 2), (5, 3), (6, 0), (6, 1), (6, 2), (6, 3), (2, 11), (2, 12), (2, 13), (2, 14), (3, 11), (3, 12), (3, 13), (3, 14), (4, 11), (4, 12), (4, 13), (4, 14), (5, 11), (5, 12), (5, 13), (5, 14)]",3,16,0,9
20,"[{'top_left': (13, 11), 'bottom_right': (16, 14)}, {'top_left': (3, 0), 'bottom_right': (6, 3)}, {'top_left': (2, 11), 'bottom_right': (5, 14)}]","[(13, 11), (13, 12), (13, 13), (13, 14), (14, 11), (14, 12), (14, 13), (14, 14), (15, 11), (15, 12), (15, 13), (15, 14), (16, 11), (16, 12), (16, 13), (16, 14), (3, 0), (3, 1), (3, 2), (3, 3), (4, 0), (4, 1), (4, 2), (4, 3), (5, 0), (5, 1), (5, 2), (5, 3), (6, 0), (6, 1), (6, 2), (6, 3), (2, 11), (2, 12), (2, 13), (2, 14), (3, 11), (3, 12), (3, 13), (3, 14), (4, 11), (4, 12), (4, 13), (4, 14), (5, 11), (5, 12), (5, 13), (5, 14)]",8,2,4,10
20,"[{'top_left': (13, 11), 'bottom_right': (16, 14)}, {'top_left': (3, 0), 'bottom_right': (6, 3)}, {'top_left': (2, 11), 'bottom_right': (5, 14)}]","[(13, 11), (13, 12), (13, 13), (13, 14), (14, 11), (14, 12), (14, 13), (14, 14), (15, 11), (15, 12), (15, 13), (15, 14), (16, 11), (16, 12), (16, 13), (16, 14), (3, 0), (3, 1), (3, 2), (3, 3), (4, 0), (4, 1), (4, 2), (4, 3), (5, 0), (5, 1), (5, 2), (5, 3), (6, 0), (6, 1), (6, 2), (6, 3), (2, 11), (2, 12), (2, 13), (2, 14), (3, 11), (3, 12), (3, 13), (3, 14), (4, 11), (4, 12), (4, 13), (4, 14), (5, 11), (5, 12), (5, 13), (5, 14)]",9,5,6,4
20,"[{'top_left': (13, 11), 'bottom_right': (16, 14)}, {'top_left': (3, 0), 'bottom_right': (6, 3)}, {'top_left': (2, 11), 'bottom_right': (5, 14)}]","[(13, 11), (13, 12), (13, 13), (13, 14), (14, 11), (14, 12), (14, 13), (14, 14), (15, 11), (15, 12), (15, 13), (15, 14), (16, 11), (16, 12), (16, 13), (16, 14), (3, 0), (3, 1), (3, 2), (3, 3), (4, 0), (4, 1), (4, 2), (4, 3), (5, 0), (5, 1), (5, 2), (5, 3), (6, 0), (6, 1), (6, 2), (6, 3), (2, 11), (2, 12), (2, 13), (2, 14), (3, 11), (3, 12), (3, 13), (3, 14), (4, 11), (4, 12), (4, 13), (4, 14), (5, 11), (5, 12), (5, 13), (5, 14)]",14,17,1,15
20,"[{'top_left': (13, 11), 'bottom_right': (16, 14)}, {'top_left': (3, 0), 'bottom_right': (6, 3)}, {'top_left': (2, 11), 'bottom_right': (5, 14)}]","[(13, 11), (13, 12), (13, 13), (13, 14), (14, 11), (14, 12), (14, 13), (14, 14), (15, 11), (15, 12), (15, 13), (15, 14), (16, 11), (16, 12), (16, 13), (16, 14), (3, 0), (3, 1), (3, 2), (3, 3), (4, 0), (4, 1), (4, 2), (4, 3), (5, 0), (5, 1), (5, 2), (5, 3), (6, 0), (6, 1), (6, 2), (6, 3), (2, 11), (2, 12), (2, 13), (2, 14), (3, 11), (3, 12), (3, 13), (3, 14), (4, 11), (4, 12), (4, 13), (4, 14), (5, 11), (5, 12), (5, 13), (5, 14)]",0,5,8,19
20,"[{'top_left': (1, 7), 'bottom_right': (4, 10)}, {'top_left': (7, 6), 'bottom_right': (10, 9)}, {'top_left': (14, 4), 'bottom_right': (17, 7)}]","[(1, 7), (1, 8), (1, 9), (1, 10), (2, 7), (2, 8), (2, 9), (2, 10), (3, 7), (3, 8), (3, 9), (3, 10), (4, 7), (4, 8), (4, 9), (4, 10), (7, 6), (7, 7), (7, 8), (7, 9), (8, 6), (8, 7), (8, 8), (8, 9), (9, 6), (9, 7), (9, 8), (9, 9), (10, 6), (10, 7), (10, 8), (10, 9), (14, 4), (14, 5), (14, 6), (14, 7), (15, 4), (15, 5), (15, 6), (15, 7), (16, 4), (16, 5), (16, 6), (16, 7), (17, 4), (17, 5), (17, 6), (17, 7)]",3,19,10,4
20,"[{'top_left': (1, 7), 'bottom_right': (4, 10)}, {'top_left': (7, 6), 'bottom_right': (10, 9)}, {'top_left': (14, 4), 'bottom_right': (17, 7)}]","[(1, 7), (1, 8), (1, 9), (1, 10), (2, 7), (2, 8), (2, 9), (2, 10), (3, 7), (3, 8), (3, 9), (3, 10), (4, 7), (4, 8), (4, 9), (4, 10), (7, 6), (7, 7), (7, 8), (7, 9), (8, 6), (8, 7), (8, 8), (8, 9), (9, 6), (9, 7), (9, 8), (9, 9), (10, 6), (10, 7), (10, 8), (10, 9), (14, 4), (14, 5), (14, 6), (14, 7), (15, 4), (15, 5), (15, 6), (15, 7), (16, 4), (16, 5), (16, 6), (16, 7), (17, 4), (17, 5), (17, 6), (17, 7)]",3,12,16,17
20,"[{'top_left': (1, 7), 'bottom_right': (4, 10)}, {'top_left': (7, 6), 'bottom_right': (10, 9)}, {'top_left': (14, 4), 'bottom_right': (17, 7)}]","[(1, 7), (1, 8), (1, 9), (1, 10), (2, 7), (2, 8), (2, 9), (2, 10), (3, 7), (3, 8), (3, 9), (3, 10), (4, 7), (4, 8), (4, 9), (4, 10), (7, 6), (7, 7), (7, 8), (7, 9), (8, 6), (8, 7), (8, 8), (8, 9), (9, 6), (9, 7), (9, 8), (9, 9), (10, 6), (10, 7), (10, 8), (10, 9), (14, 4), (14, 5), (14, 6), (14, 7), (15, 4), (15, 5), (15, 6), (15, 7), (16, 4), (16, 5), (16, 6), (16, 7), (17, 4), (17, 5), (17, 6), (17, 7)]",15,9,0,7
20,"[{'top_left': (1, 7), 'bottom_right': (4, 10)}, {'top_left': (7, 6), 'bottom_right': (10, 9)}, {'top_left': (14, 4), 'bottom_right': (17, 7)}]","[(1, 7), (1, 8), (1, 9), (1, 10), (2, 7), (2, 8), (2, 9), (2, 10), (3, 7), (3, 8), (3, 9), (3, 10), (4, 7), (4, 8), (4, 9), (4, 10), (7, 6), (7, 7), (7, 8), (7, 9), (8, 6), (8, 7), (8, 8), (8, 9), (9, 6), (9, 7), (9, 8), (9, 9), (10, 6), (10, 7), (10, 8), (10, 9), (14, 4), (14, 5), (14, 6), (14, 7), (15, 4), (15, 5), (15, 6), (15, 7), (16, 4), (16, 5), (16, 6), (16, 7), (17, 4), (17, 5), (17, 6), (17, 7)]",3,17,15,12
20,"[{'top_left': (1, 7), 'bottom_right': (4, 10)}, {'top_left': (7, 6), 'bottom_right': (10, 9)}, {'top_left': (14, 4), 'bottom_right': (17, 7)}]","[(1, 7), (1, 8), (1, 9), (1, 10), (2, 7), (2, 8), (2, 9), (2, 10), (3, 7), (3, 8), (3, 9), (3, 10), (4, 7), (4, 8), (4, 9), (4, 10), (7, 6), (7, 7), (7, 8), (7, 9), (8, 6), (8, 7), (8, 8), (8, 9), (9, 6), (9, 7), (9, 8), (9, 9), (10, 6), (10, 7), (10, 8), (10, 9), (14, 4), (14, 5), (14, 6), (14, 7), (15, 4), (15, 5), (15, 6), (15, 7), (16, 4), (16, 5), (16, 6), (16, 7), (17, 4), (17, 5), (17, 6), (17, 7)]",5,1,0,8
20,"[{'top_left': (7, 16), 'bottom_right': (10, 19)}, {'top_left': (4, 1), 'bottom_right': (7, 4)}, {'top_left': (16, 3), 'bottom_right': (19, 6)}]","[(7, 16), (7, 17), (7, 18), (7, 19), (8, 16), (8, 17), (8, 18), (8, 19), (9, 16), (9, 17), (9, 18), (9, 19), (10, 16), (10, 17), (10, 18), (10, 19), (4, 1), (4, 2), (4, 3), (4, 4), (5, 1), (5, 2), (5, 3), (5, 4), (6, 1), (6, 2), (6, 3), (6, 4), (7, 1), (7, 2), (7, 3), (7, 4), (16, 3), (16, 4), (16, 5), (16, 6), (17, 3), (17, 4), (17, 5), (17, 6), (18, 3), (18, 4), (18, 5), (18, 6), (19, 3), (19, 4), (19, 5), (19, 6)]",14,3,12,16
20,"[{'top_left': (7, 16), 'bottom_right': (10, 19)}, {'top_left': (4, 1), 'bottom_right': (7, 4)}, {'top_left': (16, 3), 'bottom_right': (19, 6)}]","[(7, 16), (7, 17), (7, 18), (7, 19), (8, 16), (8, 17), (8, 18), (8, 19), (9, 16), (9, 17), (9, 18), (9, 19), (10, 16), (10, 17), (10, 18), (10, 19), (4, 1), (4, 2), (4, 3), (4, 4), (5, 1), (5, 2), (5, 3), (5, 4), (6, 1), (6, 2), (6, 3), (6, 4), (7, 1), (7, 2), (7, 3), (7, 4), (16, 3), (16, 4), (16, 5), (16, 6), (17, 3), (17, 4), (17, 5), (17, 6), (18, 3), (18, 4), (18, 5), (18, 6), (19, 3), (19, 4), (19, 5), (19, 6)]",1,2,1,3
20,"[{'top_left': (7, 16), 'bottom_right': (10, 19)}, {'top_left': (4, 1), 'bottom_right': (7, 4)}, {'top_left': (16, 3), 'bottom_right': (19, 6)}]","[(7, 16), (7, 17), (7, 18), (7, 19), (8, 16), (8, 17), (8, 18), (8, 19), (9, 16), (9, 17), (9, 18), (9, 19), (10, 16), (10, 17), (10, 18), (10, 19), (4, 1), (4, 2), (4, 3), (4, 4), (5, 1), (5, 2), (5, 3), (5, 4), (6, 1), (6, 2), (6, 3), (6, 4), (7, 1), (7, 2), (7, 3), (7, 4), (16, 3), (16, 4), (16, 5), (16, 6), (17, 3), (17, 4), (17, 5), (17, 6), (18, 3), (18, 4), (18, 5), (18, 6), (19, 3), (19, 4), (19, 5), (19, 6)]",16,9,19,10
20,"[{'top_left': (7, 16), 'bottom_right': (10, 19)}, {'top_left': (4, 1), 'bottom_right': (7, 4)}, {'top_left': (16, 3), 'bottom_right': (19, 6)}]","[(7, 16), (7, 17), (7, 18), (7, 19), (8, 16), (8, 17), (8, 18), (8, 19), (9, 16), (9, 17), (9, 18), (9, 19), (10, 16), (10, 17), (10, 18), (10, 19), (4, 1), (4, 2), (4, 3), (4, 4), (5, 1), (5, 2), (5, 3), (5, 4), (6, 1), (6, 2), (6, 3), (6, 4), (7, 1), (7, 2), (7, 3), (7, 4), (16, 3), (16, 4), (16, 5), (16, 6), (17, 3), (17, 4), (17, 5), (17, 6), (18, 3), (18, 4), (18, 5), (18, 6), (19, 3), (19, 4), (19, 5), (19, 6)]",12,19,11,7
20,"[{'top_left': (7, 16), 'bottom_right': (10, 19)}, {'top_left': (4, 1), 'bottom_right': (7, 4)}, {'top_left': (16, 3), 'bottom_right': (19, 6)}]","[(7, 16), (7, 17), (7, 18), (7, 19), (8, 16), (8, 17), (8, 18), (8, 19), (9, 16), (9, 17), (9, 18), (9, 19), (10, 16), (10, 17), (10, 18), (10, 19), (4, 1), (4, 2), (4, 3), (4, 4), (5, 1), (5, 2), (5, 3), (5, 4), (6, 1), (6, 2), (6, 3), (6, 4), (7, 1), (7, 2), (7, 3), (7, 4), (16, 3), (16, 4), (16, 5), (16, 6), (17, 3), (17, 4), (17, 5), (17, 6), (18, 3), (18, 4), (18, 5), (18, 6), (19, 3), (19, 4), (19, 5), (19, 6)]",2,1,9,8
